what,kind,bundleId,bundleVersion,description,time
error,log,,,"Could not save master table to file '/home/naruto/git/java-designpatterns/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1395077094798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077094832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077096421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077098420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077123383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077130028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077141547
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395077141665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395077141727
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395077144238
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395077144437
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395077144463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077147572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077164563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077165437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077172930
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395077174250
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395077174284
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395077175657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395077181963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395077184204
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1395077184893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395077184984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395077186635
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395077187243
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395077187347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395077192714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077196491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077206202
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395077208112
error,log,,,"Unexpected runtime error while computing a text hover",1395077211272
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1395077211577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395077219088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395077220895
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1395077221654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395077222806
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1395077225115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395077225185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077227004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077233398
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395077237379
executed,command,org.eclipse.m2e.launching,1.3.1.20130219-1424,"org.eclipse.m2e.actions.LifeCycleClean.run",1395077240907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395077243085
error,log,,,"Could not save master table to file '/home/naruto/git/java-designpatterns/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1395077441555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079301248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079306692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1395079319582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079319599
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395079320403
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395079322903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079325642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1395079389812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079389827
error,log,,,"Could not save master table to file '/home/naruto/git/java-designpatterns/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1395079389897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079389925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079391366
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395079400633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395079402552
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395079403847
opened,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395079405135
activated,editor,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor.MavenPomEditor",1395079405196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395079413465
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1395079414425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395079414514
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395079417651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079420443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079422078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079429673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079443700
executed,command,org.eclipse.m2e.launching,1.3.1.20130219-1424,"org.eclipse.m2e.actions.LifeCycleClean.run",1395079457882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395079461288
error,log,,,"Could not save master table to file '/home/naruto/git/java-designpatterns/.metadata/.plugins/org.eclipse.core.resources/.safetable/org.eclipse.core.resources'.",1395079691054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082249440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082254114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082257261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082264486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082269242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082281227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395082310541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082312104
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395082312400
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395082312468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082323305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082325224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082339621
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082340996
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082341107
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082341312
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deleteNextWord",1395082342804
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082343445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082350413
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082351398
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082351492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395082352508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082355255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395082358816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395082359023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082359733
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1395082364229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082367938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395082379777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395082382065
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395082382364
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1395082382426
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082385383
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082385479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1395082385976
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1395082386486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395082387425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395082388334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082390547
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082390865
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082390961
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1395082391068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082395022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082420768
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082422284
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082422398
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082422500
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1395082422624
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1395082423901
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1395082424177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395082424860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395082426939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395082429912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1395082430688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395082434885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395082437034
